Start,End,Date Time,Survey Location,Include National,,Community,Rurality,Expert Type,Expert Type.other,Gender,Expert Title,Name of Organization,Type.Human Rights,Type.Sexual and Gender Based Violence,Type.Health and Reproductive Rights,Type.Land,Type.Economic and Financial Services,Type.Agriculture,Type.Education,Type.Local Community Participation,Type.Other,Type.NA,Type.Describe Other,WInfo.To be Treated Equally with All Others,Winfo.To be Free from Violence,WInfo.To be able to Join Groups,Winfo.Right to go Court if any Rights are Violated,Winfo.Right to Education,Winfo.Right_ to Own Property,Winfo.Right to Information,Winfo.Right to Work under Reasonable Hours,"Seminal:Same F,E,RoS as men?",Seminal.Explain,Women Interested in Information,Women Interested in Information.why,Women Interested National Gov,Women Interested National Gov.why,Women Interested Local Gov,Women Interested Local Gov.why,Info.National Government Office,Info.Local Government Office,Info.Local/Community NGOs,Info.Educational Institutions,Info.Places of Worship/Religious,Info.Traditional Leaders,Info.Village Elders,Info.Husband,Info.Other Family Members,Info.Friends,Info.Radio,Info.Television,Info.Newspaper,Info.Town Crier,Info.Internet/Cell Phone,Info.Other,Info.OtherExplain,Issue.Don't Know Where to Ask,Issue.Fear of Asking,Issue.Domestic Duties,Issue.Getting to Public Offices (Distance),Issue.Family Nonsupportive,Issue.Confidence,Issue.Mindset of Gov Offical,Issue.Illiteracy,Issue.Women Ignored in Public,Issue.Language,Issue.Culturally Not Allowed,Issue.Safety Concerns,Issue.Information not Important to Women,Issue.Women Not Allowed in Public,Issue.Other,Issue.Other Explain ,Original Barrier 1,Barrier 1,Original Barrier 2,Barrier 2,Original Barrier 3,Barrier 3,Possible Solutions,"Consequence of less awareness for women
",How Important.Rights,Rights.Freedom from Violence,Rights./Property Ownership/Land Rights,Rights.How the Justice System Works,Rights.Labor Law/Rights,Rights.Public Participation,Rights.Education,Rights.Marital.Family Rights,Rights.Health and Reproductive Rights,Rights.Freedom of Expression,Rights.Right to Information,Rights.Social Services,Rights.Anti-Discrimination,Rights.Please Explain,How important.Econ,Econ.Access to Banks,Econ.Vocational Training,Econ.Technology Training,Econ.Educational Opportunities,Econ.Job Opportunities,Econ.Land/Property Ownership,Econ.Scholarships,Econ.How to Start a Buisness,Econ.How to Get a Trade License,Econ.Social Development Funds,Econ.Please Explain,Original Most Important,Most Important,Original Second Most Important,Second Most Important,Original Third Most Important,Third Most Important,Anything Else,Enumerator Notes,Other Thoughts,__version__,meta/instanceID,_id,_uuid,_submission_time,_date_modified,_tags
2023-03-09T11:03:03.211Z,2023-03-09T11:24:07.358Z,2023-03-09T12:07:00.000Z,Bombali,1,0.815506941,Makeni Town ,Urban,Academic Professor,n/a,Male,Head of department ,EBK University ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,n/a,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Not at all,Not at all,No,Women themselves don't prepared for information seeking ,Yes,n/a,Yes,n/a,Yes,n/a,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,n/a,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Noon ,n/a,Fear of repraisal ,Fear of Asking,Domestic child care ,Domestic Duties,Lack the confidence to ask for information ,Confidence,More sensitization is needed in the area of information seeking.,It indered development in a country ,Very Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,All this issues are very important for a Democratic society ,Very Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,n/a,Technology training ,Technology Training,Educational opportunities ,Education,Job opportunities ,Job Opportunities,Decentralized and Direct monitoring of the process ,Comparative ,n/a,vzDogTF4K4rZB6rUJRhmkz,uuid:8e75147a-9f67-48dc-8b6e-a980458e4aea,111181832,8e75147a-9f67-48dc-8b6e-a980458e4aea,2023-03-20T12:08:13,2023-03-20T12:08:13,
2023-04-03T09:51:23.878Z,2023-04-03T10:55:07.711Z,2023-04-03T10:11:00.000Z,Kallahun,1,0.320383828,Gitibu section Kailahun town luawa chiefdom ,Rural,NGO/International Community,n/a,Male,Traditional leader ,Paramount Chief ,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,Somewhat,Somewhat,Very,Not at all,Not at all,Somewhat,Somewhat,Not at all,Yes,Mostly women come to my house more than men for them to take part in most public speaking program just to empower more woman.,Yes,n/a,Yes,n/a,Yes,n/a,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,n/a,Not a Barrier,Not a Barrier,Small Barrier,Small Barrier,Small Barrier,Large Barrier,Large Barrier,Small Barrier,Small Barrier,Small Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,I don't have anything else ,n/a,1.fear of asking ,Fear of Asking,Illiteracy ,Illiteracy,Domestic duties ,Domestic Duties,"1.Most women are empowered by by their fellow woman this survey should be done mostly by women for others to be motivated by them.
2.illitracy can not be a barrier because women who are not educated some are very intelligent the only need people to bost them up or give them encouragement to be speaking in public.
3.Domestic duties can take the time of women and not to know their rights because of home duties but by visiting them at home frequently that can empower them to know their rights.",They should be able to move to get access to information.,Very Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,This implies when you educate one woman you educate the nation so by giving education.,Very Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Vocational training skills are very important for women this helps women not to be a liability to her husband.
",Job opportunities ,Job Opportunities,Vocational training skills ,Vocational Training,Educational opportunities ,Education,This training can be very important to our community women for them to know their rights especially to fight for their family property.,By observation or recollection women want to know more about there right.,n/a,vzDogTF4K4rZB6rUJRhmkz,uuid:cded1aa7-159c-44fc-b2a2-65c01a663fd6,112030031,cded1aa7-159c-44fc-b2a2-65c01a663fd6,2023-04-04T09:09:39,2023-04-04T09:09:39,
2023-04-18T07:48:54.176Z,2023-04-18T09:13:26.237Z,2023-04-18T15:08:00.000Z,Kallahun,1,0.084333712,Park 11 masanta 2,Rural,NGO/International Community,n/a,Male,Financial assistance,Save the children,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,n/a,Very,Very,Very,Very,Very,Very,Very,Very,Yes,Women are involved also in front line in working places,Yes,n/a,Yes,n/a,Yes,n/a,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Large Barrier,Don't Know,Large Barrier,Not a Barrier,Large Barrier,Small Barrier,Not a Barrier,Not a Barrier,Not a Barrier,None,Illiteracy,Illiteracy,Illiteracy,Self esteem,Confidence,Language barrier,Language,"1Government should build more schools
2should be involving more women to be confident 
3should be able to employ interpret in the offices",The woman will not be able to know about their rights,Very Important,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,It empower the woman,Very Important,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Woman is power,Scholarship,Scholarships,Job opportunities,Job Opportunities,Vocational training,Vocational Training,None,n/a,n/a,vzDogTF4K4rZB6rUJRhmkz,uuid:e253be13-edc6-4fa9-84b1-d63cb4aa050c,112671907,e253be13-edc6-4fa9-84b1-d63cb4aa050c,2023-04-18T21:05:00,2023-04-18T21:05:00,
2023-04-18T10:38:01.915Z,2023-04-18T10:59:14.370Z,2023-04-18T15:46:00.000Z,Kallahun,1,0.1417756,Panguma section ,Rural,NGO/International Community,n/a,Male,Chairman ,Kailahun civil society forum,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,n/a,Somewhat,Very,Very,Very,Very,Very,Very,Very,No,Most women don't have time ,Yes,n/a,Yes,n/a,Yes,n/a,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,n/a,Small Barrier,Small Barrier,Large Barrier,Large Barrier,Small Barrier,Large Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Not a Barrier,Don't Know,Not a Barrier,None ,n/a,Confidence to ask for information ,Confidence,Domestic duties ,Domestic Duties,Getting to public offices,Getting to Public Offices (Distance),"1conduct training for women group
2husband helping wife's in house chores
3women should be encouraged to access information ",The we not be able to know their roles and right ,Very Important,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,The level of intelligence increase ,Very Important,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Give strengthen and empower,Education opportunity ,Education,Job,Job Opportunities,Skill training ,Vocational Training,None,None ,n/a,vzDogTF4K4rZB6rUJRhmkz,uuid:28e15134-85f4-46b7-914f-bd560c78eab6,112671909,28e15134-85f4-46b7-914f-bd560c78eab6,2023-04-18T21:05:01,2023-04-18T21:05:01,
2023-04-17T13:07:09.649Z,2023-04-17T13:44:41.912Z,2023-04-17T12:25:00.000Z,Kallahun,1,0.677851188,Kailahun Reservation (Old Barracks),Urban,Government Official,n/a,Male,"Secretary, District Office ",Kailahun District Office ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,Very,Very,Very,Very,Very,Very,Very,Very,Yes,"Women getting access to information will help them greatly to be knowledgeable of daily happening in our society. Secondly, women are very good agents in terms of information sharing, so if they get access to information it can be easily spread out to the public.",Yes,n/a,Yes,n/a,Yes,n/a,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,n/a,Small Barrier,Small Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Small Barrier,Small Barrier,Small Barrier,Not a Barrier,Small Barrier,Large Barrier,Not a Barrier,Not a Barrier,Not a Barrier,"Lack of patience and courage
",n/a,Culture ,Culturally Not Allowed,"Fear of asking
",Fear of Asking,Illiteracy ,Illiteracy,Social engagement and awareness Rasing ,"Societal underdeveloped and less peace in community.
Lack of knowledge about the society and country ",Very Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"It is highly important for women to get access to information. Because failing to give them these rights or opportunities, meaning there is no need for us to talk about women empowerment.",Very Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,It is only by giving them these rights or opportunities will motivate and encourage them to stand on their own and be part of community development.,Educational opportunities ,Education,Social development funds ,Scholarships,Job opportunities ,Job Opportunities,Capacity building ,"Community engagement on women's rights. More priority to given women to get access to information.
Build more confidence in women to know their rights and the importance of getting information.",n/a,vzDogTF4K4rZB6rUJRhmkz,uuid:f29deba8-dccc-43f4-9706-67c2bf701d1f,112725951,f29deba8-dccc-43f4-9706-67c2bf701d1f,2023-04-19T20:50:17,2023-04-19T20:50:17,
2023-04-18T08:33:17.844Z,2023-04-18T09:01:34.632Z,2023-04-18T08:34:00.000Z,Kallahun,1,0.539789561,Reservation ,Urban,Government Official,n/a,Male,"Deputy Director, MBSS Kailahun District ","Ministry of Basic Secondary School Office, Kailahun District ",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,n/a,Very,Very,Very,Very,Very,Very,Very,Very,Yes,It will help them greatly to get better understanding and awareness about governance in the country.,Yes,n/a,Yes,n/a,Yes,n/a,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,n/a,Not a Barrier,Small Barrier,Not a Barrier,Small Barrier,Not a Barrier,Small Barrier,Not a Barrier,Small Barrier,Not a Barrier,Small Barrier,Large Barrier,Not a Barrier,Small Barrier,Not a Barrier,Don't think for any other ,"Culture, Illiteracy, Fear of asking ",Culture ,Culturally Not Allowed,Fear of asking ,Fear of Asking,"Illiteracy
",Illiteracy,To cut down or drastically reduce cultural activities. Secondly to build more confidence in women regarding their rights. And provide women more opportunities to educate.,Low development and ignorance in the society.,Very Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Because they actually deserve to be given all these rights. Or else they will be disenfranchised it not given to them.,Very Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Providing such platforms will expose them to know their rights and make use of opportunities at their door steps.

",Educational opportunities ,Education,Scholarships ,Scholarships,Social development funds ,Social Development Funds,Motivation ,"Based on my observation, it's acceptable for women to be given a better chance to get access to information, support their dreams and their rights must be protected fully.",n/a,vzDogTF4K4rZB6rUJRhmkz,uuid:4286f8c8-2dfb-4c22-8c77-1d293679248c,112725953,4286f8c8-2dfb-4c22-8c77-1d293679248c,2023-04-19T20:50:18,2023-04-19T20:50:18,
2023-04-18T09:20:21.297Z,2023-04-19T09:12:45.205Z,2023-04-18T11:46:00.000Z,Kallahun,1,0.081883073,Council Road,Rural,Government Official,n/a,Male,M&E officer 2,District health management team (DHMT),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,Very,Very,Very,Very,Very,Very,Very,Very,Yes,Most meeting women are encouraged,Yes,n/a,Yes,n/a,Yes,n/a,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,None,None,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Should be encouraged,Very Important,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,The woman will be confident,Very Important,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,The woman will be self independent,Education opportunity,Education,Scholarship,Scholarships,Skill training,Vocational Training,None,None,n/a,vzDogTF4K4rZB6rUJRhmkz,uuid:c88f83f4-dfb4-4059-aec2-7ba76625c3f5,112777674,c88f83f4-dfb4-4059-aec2-7ba76625c3f5,2023-04-21T10:00:02,2023-04-21T10:00:02,
2023-03-14T15:16:08.205Z,2023-03-14T16:02:40.285Z,2023-03-14T15:36:00.000Z,Western Area,1,0.204849073,Waterloo ,Rural,Academic Professor,n/a,Male,Principle ,Lorenzo ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,n/a,Very,Very,Very,Very,Somewhat,Somewhat,Very,Very,Yes,Because of the there sex and how they mix with others ,Yes,n/a,Yes,n/a,Yes,n/a,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,Large Barrier,Small Barrier,Large Barrier,Large Barrier,Small Barrier,Small Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Small Barrier,Small Barrier,Small Barrier,"Traditional , religion ", Drinking ,Drinking ,Other,Religion ,Culturally Not Allowed,Traditional ,Culturally Not Allowed,Education awareness information sharing ,They will properly informed ,Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,They are exciting people ,Very Important,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,All these things are very important for women to asseceeto information ,Educational ,Education,Security ,Freedom from Violence,Vacation ,n/a,They should always allowed them to information in the country and society at large ,He responded to me very well ,n/a,vzDogTF4K4rZB6rUJRhmkz,uuid:cbf945a8-2cbd-49b0-8cc8-7aa4a158bc08,113695791,cbf945a8-2cbd-49b0-8cc8-7aa4a158bc08,2023-05-10T15:39:23,2023-05-10T15:39:23,
2023-04-18T09:38:01.801Z,2023-04-18T10:03:26.784Z,2023-04-18T09:38:00.000Z,Western Area,1,0.702211389,Campbell towm ,Rural,NGO/International Community,n/a,Female,A pottery worker,Creamic pottery center Waterloo via Campbell towm ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Yes,If they go and ask they get. ,Yes,n/a,Yes,n/a,Yes,n/a,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,n/a,Large Barrier,Small Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Small Barrier,Large Barrier,Large Barrier,Small Barrier,Small Barrier,Small Barrier,Not a Barrier,Small Barrier,Education ,Traditions practice ,Education ,Illiteracy,Traditions practice ,Culturally Not Allowed,Awareness raising ,Don't Know Where to Ask,Training for women to know what are their rights to get information freely ,There is problem in the country ,Important,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,This is because  all these are very important for women to play great role information sharing ,Very Important,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Allowed them to get self reliance ,Education,Education,Skills training ,Vocational Training,Involved in making decisions ,Freedom of Expression,They should be always allowed to get information from anyone else freely ,The interview was good and questions were answer clearly ,n/a,vzDogTF4K4rZB6rUJRhmkz,uuid:0a9f909f-fb9f-47e0-9f78-807659d295fc,113695827,0a9f909f-fb9f-47e0-9f78-807659d295fc,2023-05-10T15:39:37,2023-05-10T15:39:37,
2023-05-08T13:46:23.313Z,2023-05-08T14:16:27.047Z,2023-05-08T13:47:00.000Z,Western Area,1,0.040087936,Fullah Town ,Rural,Other,Chief ,Female,Mummy Queen ,Mummy Queen in Areas ,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Traditions practice ,Somewhat,Very,Somewhat,Very,Somewhat,Somewhat,Somewhat,Somewhat,Yes,At times they have access to information that will help women to know what are their rights always ,Yes,n/a,Yes,n/a,Yes,n/a,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,n/a,Not a Barrier,Small Barrier,Large Barrier,Small Barrier,Small Barrier,Small Barrier,Not a Barrier,Don't Know,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Not a Barrier,Small Barrier,Traditions practice ,Training ,Education ,Illiteracy,Mom training for women ,Domestic Duties,"
Self reliance ",Family Nonsupportive,Training ,Ileracy,Important,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,This helps them to get information freely with their rights always allowed to get information freely ,Very Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,These  help women assecce to information freely ,Education ,Education,Involved in making decisions ,Freedom of Expression,They should always try to be self reliance ,Job Opportunities, They should be encourage them to get information freely and always ,She responded freely and clearly ,n/a,vzDogTF4K4rZB6rUJRhmkz,uuid:e5efaaab-bae9-4fd8-a06c-7f132005c7b3,113695839,e5efaaab-bae9-4fd8-a06c-7f132005c7b3,2023-05-10T15:39:46,2023-05-10T15:39:46,
2023-04-05T14:12:53.487Z,2023-04-05T14:52:23.064Z,2023-04-05T14:33:00.000Z,Bombali,0,0.191904396,Makeni Town ,Urban,NGO/International Community,n/a,Male,Head of the Regional  Office ,Human Rights Commission ,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,To protect and promote Humans Right in Sierra Leone it,Very,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,No,Because the society discriminate women by sharing information to make more than females ,Yes,n/a,Yes,n/a,Yes,n/a,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,Large Barrier,Large Barrier,Small Barrier,Small Barrier,Large Barrier,Large Barrier,Small Barrier,Large Barrier,Large Barrier,Large Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Noon ,n/a,Domestic work child care ,Domestic Duties,Illiteracy ,Illiteracy,Fear for asking for information ,Fear of Asking,"To reform the laws, To increase public awareness. To have more program to enhance their confidence.",It would affect the holistic development of the State because others will be left behind.,Very Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,They create the space for the holestic development of women ,Very Important,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,This helps the Democratic process to prevail ,Social development fund ,Social Development Funds,Educational ,Education,Scholarships ,Scholarships,"We don't see no specific law that give right to women to seek sensitive information relating to the spouse. Women could be deprive by their husband,eg, I the area of Leon they will request that your husband should sign for you. Also women are not rented in many houses,they will always request for a male",n/a,n/a,vzDogTF4K4rZB6rUJRhmkz,uuid:95b8fe6a-5aa0-42ef-affc-88181f89dbae,114322370,95b8fe6a-5aa0-42ef-affc-88181f89dbae,2023-05-23T14:52:49,2023-05-23T14:52:49,
2023-04-05T15:38:09.390Z,2023-04-05T17:33:19.675Z,2023-04-05T15:58:00.000Z,Bombali,0,0.064299301,Makeni Town ,Urban,Government Official,n/a,Male,Regional Manager ,Legal Aid Board ,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,n/a,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,No,No because.most of the women don't have time to listen to radio or reading or seeking for information.They can only access information through their Husband or relatives,Yes,n/a,Yes,n/a,Yes,n/a,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,Small Barrier,Small Barrier,Small Barrier,Large Barrier,Not a Barrier,Small Barrier,Small Barrier,Large Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,n/a,n/a,Fear of repraisal from government officials ,Fear of Asking,Confidence in seeking information ,Confidence,Illiteracy ,Illiteracy,1 increase the literacy rate 2; Increase awareness to access to information 3;To get more women in public office ,It would lead to an uninformed Society ,Very Important,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,All of them are important to words the development of the country ,Very Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,All of the above issues are important towards women development ,Job opportunities ,Job Opportunities,Scholarships ,Scholarships,Educational opportunities ,Education,Women need to be sensitize about their right to information ,n/a,n/a,vzDogTF4K4rZB6rUJRhmkz,uuid:4bb9d1de-7e88-4283-af0c-5b84c5982db6,114322377,4bb9d1de-7e88-4283-af0c-5b84c5982db6,2023-05-23T14:52:53,2023-05-23T14:52:53,
2023-05-09T12:19:24.203Z,2023-05-09T12:32:05.305Z,2023-05-09T12:39:00.000Z,Bombali,0,0.052203454,Makeni,Urban,Government Official,n/a,Male,District Training Office ,Ministry of Agriculture ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,n/a,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,No,Women are afraid of asking for information ,Yes,n/a,Yes,n/a,Yes,n/a,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Large Barrier,Large Barrier,Fear for asking for information ,Domestic work ,Women fear for asking for information ,Fear of Asking,Domestic work ,Domestic Duties,Lacks confidence to ask for information ,Confidence,More sensitization is needed in this area ,Development is will be lacking ,Very Important,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,We need to put more effort in the area of sensitization ,Very Important,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,This things are seriously needed ,Job opportunities ,Job Opportunities,Scholarships are needed ,Scholarships,Bank leon,Access to Banks,No,n/a,n/a,vzDogTF4K4rZB6rUJRhmkz,uuid:f8bc1ef5-841e-4b65-8295-5e66ae138a97,114322391,f8bc1ef5-841e-4b65-8295-5e66ae138a97,2023-05-23T14:52:57,2023-05-23T14:52:57,
2023-06-02T14:19:27.991Z,2023-06-05T06:38:13.921Z,2023-06-01T09:11:00.000Z,Western Area,1,0.816911764,Waterloo,Rural,Government Official,n/a,Female,District Youth Officer,Ministry of Youths,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,Very,Very,Very,Very,Very,Very,Very,Very,Yes,Example is my office women come and get information at any given time with no problem ,Yes,n/a,Yes,n/a,Yes,n/a,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,n/a,Small Barrier,Small Barrier,Large Barrier,Large Barrier,Small Barrier,Small Barrier,Small Barrier,Large Barrier,Not a Barrier,Large Barrier,Small Barrier,Small Barrier,Small Barrier,Not a Barrier,n/a,Yes ,Illiteracy ,Illiteracy,Domestic duties child care ,Domestic Duties,Getting to public offices cost ,Getting to Public Offices (Distance),Build women capacity for confidence and self-esteem ,Increase of domestic violence and pooverty,Very Important,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,This will help them to build confidence and build on their security and justice status ,Very Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,This will help them build on their economic status ,Educational opportunities ,Education,Job opportunity ,Job Opportunities,Vocational and skills training ,Vocational Training,Let them just free from all forms intimidation ,Comply to supply all information needed ,n/a,vzDogTF4K4rZB6rUJRhmkz,uuid:5deace3c-9220-426d-9be1-d22fea99ced9,115245241,5deace3c-9220-426d-9be1-d22fea99ced9,2023-06-05T09:45:19,2023-06-05T09:45:19,
